0.000856506 0.00034878 -7.81032
0.0137415 -0.0101597 -4.38082
0.0190829 -0.0179369 0.507323
-0.0232451 -0.00346557 3.73214
-0.0323281 0.0141001 5.67583
0.00476037 0.0343867 6.82674
0.012161 0.0237788 5.45255
0.00103861 -0.0150223 2.24131
-0.000572162 -0.0255736 -1.58685
0.00577424 -0.00227731 -6.76087
0.00887839 0.00767762 -9.19404
0.00297089 -0.013791 -6.3789
-0.00912249 -0.0209055 -0.9445
-0.00817057 -0.00529101 4.16906
-0.00395654 0.0221431 7.0597
0.00612001 0.0311885 6.66648
0.00517481 0.00942477 3.96532
-0.00549549 -0.00911119 0.622018
-0.00300954 -0.00772993 -2.58007
0.00626166 -0.00671022 -5.05709
0.00120346 -0.0106501 -5.8554
-0.00241564 -0.0129473 -4.44452
0.00143186 -0.00465028 -1.27066
0.00168565 0.00810415 2.43221
0.00173052 0.013926 4.98745
-0.00129973 0.0108119 5.38296
-0.00530416 0.00527654 3.75298
-0.00244386 0.00124043 0.858744
-0.000997679 -0.00443219 -2.25469
0.00056939 -0.0099323 -4.34759
0.00295328 -0.00949672 -4.54312
0.00467149 -0.00430821 -2.92027
0.00367743 0.000528788 -0.374212
0.00092289 0.00308668 1.92303
-0.00325889 0.00452575 3.12998
-0.00489456 0.00625937 3.11558
-0.00400063 0.00659897 2.25899
-0.00117309 0.00279449 0.941035
0.00060744 -0.00273129 -0.615251
0.00295321 -0.00576755 -2.09472
0.00412758 -0.0055657 -2.96003
0.0034744 -0.00423914 -2.74136
0.000530235 -0.00231584 -1.43345
-0.00204775 0.00026878 0.420155
-0.00347314 0.00327695 2.043
-0.00264854 0.00523217 2.82552
-0.00132008 0.00546405 2.5534
0.000433622 0.00352978 1.3834
0.00147388 0.000236812 -0.24795
0.00207203 -0.00354855 -1.75845
0.00152773 -0.00578452 -2.58614
0.000693658 -0.00549328 -2.42527
-0.000430228 -0.00283082 -1.35248
-0.000846311 0.000365906 0.191466
-0.00102153 0.00311923 1.60252
-0.000682742 0.00473363 2.34516
-0.00047012 0.00504192 2.1753
-5.30383e-05 0.00321171 1.20411
6.25162e-05 -0.000155613 -0.156121
0.000286127 -0.00355442 -1.38674
0.000353708 -0.00493501 -2.04368
0.000668381 -0.00412771 -1.9213
0.000711078 -0.00185566 -1.09324
0.000601585 0.000548222 0.102443
-2.08206e-05 0.00260657 1.20411
-0.000608666 0.00364771 1.78972
-0.0011398 0.00345741 1.66637
-0.00109048 0.00186439 0.925464
-0.000694744 -0.000284442 -0.0974586
0.000162786 -0.00220648 -0.999027
0.000904352 -0.00304221 -1.45834
0.00140871 -0.00278504 -1.36267
0.00118292 -0.00154113 -0.799727
0.000509299 3.14663e-05 -0.013469
-0.000496317 0.00151687 0.715893
-0.00115918 0.00232572 1.14861
-0.00137653 0.00238188 1.17084
-0.000900291 0.00159595 0.796875
-0.000155128 0.000357609 0.172125
0.000687587 -0.00102871 -0.493169
0.00109789 -0.0019635 -0.968345
0.00109118 -0.00221749 -1.0939
0.000558388 -0.00162931 -0.821269
